naca,re,aoa,cl,cd,cm
1212,500000.0,7.5,0.936080813407898,0.0122431525960564,-0.0163519605994224
1212,500000.0,8.0,0.979081392288208,0.0131661724299192,-0.0143063124269247
1212,500000.0,8.5,1.0217313766479492,0.0142119098454713,-0.0123037239536643
1212,500000.0,9.0,1.0640846490859983,0.0153228510171175,-0.0103153167292475
1212,500000.0,9.5,1.1059852838516235,0.0164590906351804,-0.0083361752331256
1212,500000.0,10.0,1.146328091621399,0.0176839884370565,-0.0062007009983062
1212,500000.0,10.5,1.1841803789138794,0.0190316457301378,-0.0038108862936496
1212,500000.0,11.0,1.216448426246643,0.0206825044006109,-0.0008002539398148
1212,500000.0,11.5,1.2506318092346191,0.022021047770977,0.0018991316901519
1212,500000.0,12.0,1.2679473161697388,0.0240568649023771,0.0067349127493798
1212,500000.0,12.5,1.2905455827713013,0.0258924607187509,0.0102702341973781
1212,500000.0,13.0,1.304322600364685,0.0285258665680885,0.0136887170374393
1212,500000.0,13.5,1.3103991746902466,0.0321851931512355,0.0164682175964117
1212,500000.0,14.0,1.321994066238403,0.0358525551855564,0.0176599957048892
1212,500000.0,14.5,1.3284430503845217,0.0404789261519908,0.0177483968436718
1212,1000000.0,-10.0,-0.9946464896202089,0.0160140469670295,-0.0194243229925632
1212,1000000.0,-9.5,-0.957644522190094,0.0149965798482298,-0.0161217469722032
1212,1000000.0,-9.0,-0.9202437400817872,0.0141269983723759,-0.0128321768715977
1212,1000000.0,-8.5,-0.880774974822998,0.0135066732764244,-0.0097931018099188
1212,1000000.0,-7.5,-0.7607527375221252,0.0120366234332323,-0.0123709216713905
1212,1000000.0,-7.0,-0.6920434832572937,0.0112575534731149,-0.015466259792447
1212,1000000.0,-6.5,-0.6257277727127075,0.0106024201959371,-0.0179016795009374
1212,1000000.0,-6.0,-0.5561977624893188,0.009999256581068,-0.0209822226315736
1212,1000000.0,-5.5,-0.4890280365943908,0.0094437533989548,-0.0234783571213483
1212,1000000.0,-5.0,-0.4266998469829559,0.008941663429141,-0.024785665795207
1212,1000000.0,-4.5,-0.3719624876976013,0.008505574427545,-0.0243054088205099
1212,1000000.0,-4.0,-0.3194648921489715,0.0080873239785432,-0.0233268123120069
1212,1000000.0,-3.5,-0.2675000429153442,0.0076865432783961,-0.0221936460584402
1212,1000000.0,-3.0,-0.2155956327915191,0.0072432029992341,-0.0211790688335895
1212,1000000.0,-2.5,-0.1655385196208953,0.0064613772556185,-0.0201424285769462
1212,1000000.0,-2.0,-0.1132537424564361,0.0060594948008656,-0.019332556053996
1212,1000000.0,-1.5,-0.0598437488079071,0.0058264918625354,-0.018674636259675
1212,1000000.0,-1.0,-0.0061866887845098,0.0056699514389038,-0.0180390905588865
1212,1000000.0,-0.5,0.0471543446183204,0.0055683646351099,-0.0173165164887905
1212,1000000.0,0.0,0.1004397273063659,0.0055239340290427,-0.0165485478937625
1212,1000000.0,0.5,0.1532662212848663,0.0055153635330498,-0.0156211294233798
1212,1000000.0,1.0,0.2053893357515335,0.0055756042711436,-0.0144427139312028
1212,1000000.0,1.5,0.2584969699382782,0.0057623987086117,-0.0135208573192358
1212,1000000.0,2.0,0.3114157021045685,0.0060216696001589,-0.0125631922855973
1212,1000000.0,2.5,0.3646668493747711,0.0063420212827622,-0.0117248045280575
1212,1000000.0,3.0,0.4231614470481872,0.0066918134689331,-0.012109993956983
1212,1000000.0,3.5,0.4863666594028473,0.0070805079303681,-0.013666745275259
1212,1000000.0,4.0,0.5579818487167358,0.0074622314423322,-0.0171963330358266
1212,1000000.0,4.5,0.6272699236869812,0.007819740101695,-0.020222870633006
1212,1000000.0,5.0,0.6992999911308289,0.0081606367602944,-0.0239144992083311
1212,1000000.0,5.5,0.769675076007843,0.0085313487797975,-0.0272777117788791
1212,1000000.0,6.0,0.8172816634178162,0.0088525852188467,-0.0257594846189022
1212,1000000.0,6.5,0.8620023131370544,0.009311911650002,-0.0236918553709983
1212,1000000.0,7.0,0.9053900837898254,0.0099375043064355,-0.0214392263442277
1212,1000000.0,7.5,0.9487047791481018,0.0106377238407731,-0.0192106049507856
1212,1000000.0,8.0,0.9922964572906494,0.0113815385848283,-0.0170781482011079
1212,1000000.0,8.5,1.0364750623703003,0.0121773816645145,-0.0151364179328084
1212,1000000.0,9.0,1.082296371459961,0.0129265850409865,-0.0135431997478008
1212,1000000.0,9.5,1.1280579566955566,0.0137308789417147,-0.0120408423244953
1212,1000000.0,10.0,1.1732892990112305,0.0145915132015943,-0.0105272335931658
1212,1000000.0,10.5,1.21712327003479,0.0155520616099238,-0.0088863689452409
1212,1000000.0,11.0,1.260051965713501,0.0165307261049747,-0.0071937916800379
1212,1000000.0,11.5,1.3017207384109497,0.0175374429672956,-0.0053548580035567
1212,1000000.0,12.0,1.338186264038086,0.0188527833670377,-0.0029126270674169
1212,1000000.0,12.5,1.3751351833343506,0.0199731010943651,-0.0005720497574657
1212,1000000.0,13.0,1.4037905931472778,0.0212843064218759,0.0029484468977898
1212,1000000.0,13.5,1.4204014539718628,0.0233046468347311,0.0075229587964713
1212,1000000.0,14.0,1.4433659315109253,0.0251114573329687,0.0106046916916966
1212,1000000.0,14.5,1.4612751007080078,0.0274826698005199,0.0133256753906607
1212,2000000.0,-10.0,-1.0334770679473877,0.012555512599647,-0.0127640450373291
1212,2000000.0,-9.5,-0.9771944880485536,0.0120122656226158,-0.0131887011229991
1212,2000000.0,-9.0,-0.9146451354026794,0.0112185701727867,-0.0150236412882804
1212,2000000.0,-8.5,-0.849724292755127,0.0106681203469634,-0.0172272883355617
1212,2000000.0,-8.0,-0.7838132977485657,0.0100412974134087,-0.019651336595416
1212,2000000.0,-7.5,-0.7199569940567017,0.009584667161107,-0.021501550450921
1212,2000000.0,-7.0,-0.6580044627189636,0.0090340794995427,-0.0229143854230642
1212,2000000.0,-6.5,-0.6010912656784058,0.0085988799110054,-0.0230857916176319
1212,2000000.0,-6.0,-0.5468702912330627,0.0082240076735615,-0.0225782208144664
1212,2000000.0,-5.5,-0.4938088953495025,0.0078861881047487,-0.0217667706310749
1212,2000000.0,-5.0,-0.4403764307498932,0.0075674639083445,-0.0210443697869777
1212,2000000.0,-4.5,-0.386758953332901,0.0072978944517672,-0.0203472655266523
1212,2000000.0,-4.0,-0.332944244146347,0.0071011837571859,-0.0196927916258573
1212,2000000.0,-3.5,-0.2784543335437774,0.0068926992826163,-0.0192544907331466
1212,2000000.0,-3.0,-0.2235932648181915,0.0066974158398807,-0.0189272444695234
1212,2000000.0,-2.5,-0.1687591224908828,0.0064593185670673,-0.0186496749520301
1212,2000000.0,-2.0,-0.1158382594585418,0.0059583717957139,-0.0181871745735406
1212,2000000.0,-1.5,-0.0619128234684467,0.0056395824067294,-0.0178481433540582
1212,2000000.0,-1.0,-0.00716167781502,0.0054719429463148,-0.0176059901714324
1212,2000000.0,-0.5,0.0480512864887714,0.0053809285163879,-0.0174227580428123
1212,2000000.0,0.0,0.1032005548477172,0.0053168339654803,-0.0172214675694704
1212,2000000.0,0.5,0.158255934715271,0.0053059202618896,-0.016988132148981
1212,2000000.0,1.0,0.2130017876625061,0.0053013688884675,-0.0166670214384794
1212,2000000.0,1.5,0.2668911516666412,0.0053298943676054,-0.0161273591220378
1212,2000000.0,2.0,0.3215380311012268,0.0054431543685495,-0.0157105363905429
1212,2000000.0,2.5,0.3760606646537781,0.0056106364354491,-0.0152566628530621
1212,2000000.0,3.0,0.4301293492317199,0.0057991277426481,-0.0146729536354541
1212,2000000.0,3.5,0.4836844801902771,0.0060251569375395,-0.0139646371826529
1212,2000000.0,4.0,0.5377218723297119,0.0062488419935107,-0.0133531671017408
1212,2000000.0,4.5,0.5941587686538696,0.0064962971955537,-0.0133335553109645
1212,2000000.0,5.0,0.6573796272277832,0.0067822448909282,-0.0149443140253424
1212,2000000.0,5.5,0.7214069962501526,0.0071572340093553,-0.016850484535098
1212,2000000.0,6.0,0.7888081669807434,0.0076265931129455,-0.019641887396574
1212,2000000.0,6.5,0.8538777828216553,0.0082327704876661,-0.0220309644937515
1212,2000000.0,7.0,0.9179802536964417,0.00887783896178,-0.0242369025945663
1212,2000000.0,7.5,0.9620088338851928,0.0094582894816994,-0.0220562443137168
1212,2000000.0,8.0,1.0061343908309937,0.0099941296502947,-0.0198561772704124
1212,2000000.0,8.5,1.0508686304092407,0.0105944629758596,-0.0178439226001501
1212,2000000.0,9.0,1.0970004796981812,0.0111840004101395,-0.0161532033234834
1212,2000000.0,9.5,1.1443166732788086,0.0118063408881425,-0.0147893195971846
1212,2000000.0,10.0,1.1920020580291748,0.0124583849683403,-0.0135887553915381
1212,2000000.0,10.5,1.2399150133132937,0.013099824078381,-0.0124880755320191
1212,2000000.0,11.0,1.2865991592407229,0.0138395754620432,-0.0112584196031093
1212,2000000.0,11.5,1.3321737051010132,0.0146330641582608,-0.0099355299025774
1212,2000000.0,12.0,1.3769241571426392,0.0154391825199127,-0.0085258809849619
1212,2000000.0,12.5,1.4196534156799316,0.0163340903818607,-0.0068922028876841
1212,2000000.0,13.0,1.4590463638305664,0.0173951182514429,-0.0048290085978806
1212,2000000.0,13.5,1.4980651140213013,0.0183447655290365,-0.0027724003884941
1212,2000000.0,14.0,1.5289932489395142,0.0194926336407661,0.0005006880383007
1212,2000000.0,14.5,1.5508713722229004,0.0210712514817714,0.0047328555956482
1214,500000.0,-10.0,-0.9762086868286132,0.0195355173200368,-0.0218779779970645
1214,500000.0,-9.5,-0.945564031600952,0.0186789575964212,-0.01754348911345
1214,500000.0,-9.0,-0.9178432822227478,0.0175775997340679,-0.0126972254365682
1214,500000.0,-8.5,-0.8865255117416382,0.0167901646345853,-0.0084477523341774
1214,500000.0,-8.0,-0.8547635674476624,0.0159374959766864,-0.0043245269916951
1214,500000.0,-7.0,-0.7115294933319092,0.0142821986228227,-0.0119358254596591
1214,500000.0,-6.0,-0.567510724067688,0.0125461192801594,-0.0195005573332309
1214,500000.0,-5.5,-0.4984869360923767,0.0118182059377431,-0.0224357452243566
1214,500000.0,-5.0,-0.4285840988159179,0.0110562229529023,-0.0254950542002916
1214,500000.0,-4.5,-0.3656528890132904,0.010325638577342,-0.0268943570554256
1214,500000.0,-4.0,-0.3145344853401184,0.0094113387167453,-0.0258820727467536
1214,500000.0,-3.5,-0.2663721144199371,0.0084743965417146,-0.0242447312921285
1214,500000.0,-3.0,-0.2158059030771255,0.0079316580668091,-0.0227526612579822
1214,500000.0,-2.5,-0.1644491106271743,0.0075875571928918,-0.0213069468736648
1214,500000.0,-2.0,-0.1121781766414642,0.0073409751057624,-0.0201136413961648
1214,500000.0,-1.5,-0.0596968792378902,0.0071726245805621,-0.0189512241631746
1214,500000.0,-1.0,-0.0072384444065392,0.0070567838847637,-0.0177800804376602
1214,500000.0,0.0,0.0967695266008377,0.0069796610623598,-0.0151228653267025
1214,500000.0,0.5,0.1486413478851318,0.0070569491945207,-0.0137031264603137
1214,500000.0,1.0,0.200884535908699,0.0072251409292221,-0.012404934503138
1214,500000.0,1.5,0.2530596554279327,0.007469318807125,-0.0110633475705981
1214,500000.0,2.0,0.3064460456371307,0.0077748005278408,-0.0099986651912331
1214,500000.0,2.5,0.3616564571857452,0.0081656714901328,-0.0094231041148304
1214,500000.0,3.0,0.4229892194271087,0.0086162500083446,-0.0103263100609183
1214,500000.0,3.5,0.4964179396629333,0.0091066481545567,-0.0140619231387972
1214,500000.0,4.0,0.5703166127204895,0.0095903677865862,-0.0180311016738414
1214,500000.0,4.5,0.6457697749137878,0.0100508602336049,-0.0224146358668804
1214,500000.0,5.0,0.7216117978096008,0.0104597592726349,-0.0269422996789217
1214,500000.0,5.5,0.7948752641677856,0.0108910761773586,-0.0310138072818517
1214,500000.0,6.0,0.8369678258895874,0.0112036019563674,-0.0285800229758024
1214,500000.0,6.5,0.8786355257034302,0.0115510514006018,-0.0259990692138671
1214,500000.0,7.0,0.9199042320251464,0.0119415847584605,-0.0233107265084981
1214,500000.0,7.5,0.960801362991333,0.0123903919011354,-0.0205587483942508
1214,500000.0,8.0,1.0025665760040283,0.0128383841365575,-0.017970098182559
1214,500000.0,8.5,1.04216468334198,0.0134898517280817,-0.0151277594268321
1214,500000.0,9.0,1.0812807083129885,0.014244376681745,-0.0122917117550969
1214,500000.0,9.5,1.119599461555481,0.0151649946346879,-0.0094974683597683
1214,500000.0,10.0,1.156255125999451,0.0162667948752641,-0.0066221668384969
1214,500000.0,10.5,1.1934139728546145,0.0173282530158758,-0.0039113704115152
1214,500000.0,11.0,1.2272722721099854,0.0185430217534303,-0.0008441542158834
1214,500000.0,11.5,1.2553402185440063,0.0198357980698347,0.0030776211060583
1214,500000.0,12.0,1.2795082330703735,0.0213481653481721,0.007187055889517
1214,500000.0,12.5,1.298869013786316,0.0232994742691516,0.0111846541985869
1214,500000.0,13.0,1.3218389749526978,0.0252059567719697,0.0141420178115367
1214,500000.0,13.5,1.335558533668518,0.0279721412807703,0.017096621915698
1214,500000.0,14.0,1.3500045537948608,0.0310217160731554,0.0190415680408477
1214,500000.0,14.5,1.352734923362732,0.0355070531368255,0.0203423872590065
1214,1000000.0,-10.0,-1.0365978479385376,0.0151697751134634,-0.0115943662822246
1214,1000000.0,-9.5,-0.9857245683670044,0.014538787305355,-0.0110687045380473
1214,1000000.0,-9.0,-0.9212008118629456,0.0136022279039025,-0.0135220047086477
1214,1000000.0,-8.5,-0.8535228967666626,0.0128425937145948,-0.0164591129869222
1214,1000000.0,-8.0,-0.787058413028717,0.0122421253472566,-0.0189683251082897
1214,1000000.0,-7.5,-0.7200717926025391,0.0115359555929899,-0.0216251667588949
1214,1000000.0,-7.0,-0.6502383351325989,0.0108795212581753,-0.0248187910765409
1214,1000000.0,-6.5,-0.5904697775840759,0.0103189684450626,-0.0256646703928709
1214,1000000.0,-6.0,-0.5341863036155701,0.0098192198202013,-0.0256334617733955
1214,1000000.0,-5.5,-0.4813129901885986,0.0093317022547125,-0.0248048864305019
1214,1000000.0,-5.0,-0.4290587902069092,0.0088972551748156,-0.0238055437803268
1214,1000000.0,-4.5,-0.3764941096305847,0.0085036130622029,-0.0228758547455072
1214,1000000.0,-4.0,-0.3238255977630615,0.0081163626164197,-0.0220003705471754
1214,1000000.0,-3.5,-0.2721950709819793,0.0076878098770976,-0.020959448069334
1214,1000000.0,-3.0,-0.2221773415803909,0.0070169456303119,-0.0198593623936176
1214,1000000.0,-2.5,-0.1696592271327972,0.0066608437336981,-0.0190845765173435
1214,1000000.0,-2.0,-0.1159964948892593,0.0064390553161501,-0.0184799302369356
1214,1000000.0,-1.5,-0.0618406757712364,0.0062982998788356,-0.0179472435265779
1214,1000000.0,-1.0,-0.0075840563513338,0.0062191188335418,-0.0174237210303545
1214,1000000.0,-0.5,0.0465036109089851,0.0061645158566534,-0.0168657079339027
1214,1000000.0,0.0,0.1007416248321533,0.0061390274204313,-0.0163241326808929
1214,1000000.0,0.5,0.1544676125049591,0.006135337986052,-0.015656042844057
1214,1000000.0,1.0,0.2077232003211975,0.0061667929403483,-0.0148451961576938
1214,1000000.0,1.5,0.2617709636688232,0.0062967920675873,-0.0142163578420877
1214,1000000.0,2.5,0.3689502477645874,0.0067033595405519,-0.0127364294603466
1214,1000000.0,3.5,0.4752444624900818,0.0072675058618187,-0.0110195381566882
1214,1000000.0,4.0,0.5299397110939026,0.0076035484671592,-0.0105378199368715
1214,1000000.0,4.5,0.5898467302322388,0.0079456949606537,-0.0112740145996212
1214,1000000.0,5.0,0.6551991701126099,0.0083112455904483,-0.013322377577424
1214,1000000.0,5.5,0.7266374826431274,0.008690663613379,-0.0168046597391366
1214,1000000.0,6.0,0.7951377630233765,0.0090677849948406,-0.0196732897311449
1214,1000000.0,6.5,0.8667115569114685,0.0094602964818477,-0.023303160443902
1214,1000000.0,7.0,0.9361931085586548,0.0098993126302957,-0.0265373494476079
1214,1000000.0,7.5,0.988914668560028,0.0103940367698669,-0.0263177957385778
1214,1000000.0,8.0,1.0279803276062012,0.0109280655160546,-0.0232326854020357
1214,1000000.0,8.5,1.0656781196594238,0.0115857096388936,-0.0199380367994308
1214,1000000.0,9.0,1.1043784618377686,0.012246711179614,-0.0168589893728494
1214,1000000.0,9.5,1.1428146362304688,0.0130103463307023,-0.0138418758288025
1214,1000000.0,10.0,1.1831345558166504,0.0137768434360623,-0.0112808085978031
1214,1000000.0,10.5,1.2235277891159058,0.014641772955656,-0.008908892981708
1214,1000000.0,11.0,1.2636287212371826,0.0155449295416474,-0.0066075664944946
1214,1000000.0,11.5,1.302557110786438,0.0164862032979726,-0.0042274175211787
1214,1000000.0,12.0,1.3390908241271973,0.017464680597186,-0.0015412374632433
1214,1000000.0,12.5,1.3686763048171997,0.0185779687017202,0.0022027725353837
1214,1000000.0,13.0,1.3956207036972046,0.0199285373091697,0.0058613745495676
1214,1000000.0,13.5,1.4238368272781372,0.0213010907173156,0.008919739164412
1214,1000000.0,14.0,1.4441404342651367,0.0232931040227413,0.0122581627219915
1214,1000000.0,14.5,1.466914415359497,0.0252983104437589,0.0147541258484125
1214,2000000.0,-10.0,-1.0095291137695312,0.0120761217549443,-0.0186030473560094
1214,2000000.0,-9.5,-0.9442083835601808,0.0115058859810233,-0.0209415759891271
1214,2000000.0,-9.0,-0.8806360960006714,0.010856932029128,-0.0229015853255987
1214,2000000.0,-8.5,-0.8198562860488892,0.0103461192920804,-0.0240982603281736
1214,2000000.0,-8.0,-0.7622886896133423,0.0098449448123574,-0.0245386268943548
1214,2000000.0,-7.5,-0.7092952132225037,0.0093883723020553,-0.0238646641373634
1214,2000000.0,-7.0,-0.6573188304901123,0.0089924847707152,-0.0229045152664184
1214,2000000.0,-6.5,-0.6046368479728699,0.0086318422108888,-0.0220699273049831
1214,2000000.0,-6.0,-0.5512964725494385,0.0082951383665204,-0.0213695336133241
1214,2000000.0,-5.5,-0.4975943863391876,0.0079992469400167,-0.0207300707697868
1214,2000000.0,-5.0,-0.4431428909301758,0.0077258250676095,-0.0202645510435104
1214,2000000.0,-4.5,-0.3889004588127136,0.0075142043642699,-0.0197341423481702
1214,2000000.0,-4.0,-0.33492112159729,0.0073268068954348,-0.0191865060478448
1214,2000000.0,-3.5,-0.2801327109336853,0.0071175848133862,-0.0188428498804569
1214,2000000.0,-3.0,-0.2252865433692932,0.0068952832370996,-0.0185394193977117
1214,2000000.0,-2.5,-0.1723656505346298,0.0064281704835593,-0.018014121800661
1214,2000000.0,-2.0,-0.1185202449560165,0.006092432886362,-0.0176177844405174
1214,2000000.0,-1.5,-0.0636839792132377,0.0059262728318572,-0.0173460375517606
1214,2000000.0,-1.0,-0.0081630647182464,0.005826371256262,-0.0171771235764026
1214,2000000.0,-0.5,0.0475117452442646,0.0057793064042925,-0.0170300584286451
1214,2000000.0,0.0,0.103150799870491,0.0057470663450658,-0.0168765727430582
1214,2000000.0,0.5,0.1587979793548584,0.0057614464312791,-0.0167202502489089
1214,2000000.0,1.5,0.2687022387981415,0.0057887132279574,-0.0161183066666126
1214,2000000.0,2.0,0.324017733335495,0.0059038936160504,-0.0158727187663316
1214,2000000.0,2.5,0.3792400360107422,0.0060396413318812,-0.0155994417145848
1214,2000000.0,3.0,0.4344272911548614,0.0061725308187305,-0.0152931427583098
1214,2000000.0,3.5,0.4892620146274566,0.0063309501856565,-0.0149010475724935
1214,2000000.0,4.0,0.5439252853393555,0.0065115150064229,-0.0144600206986069
1214,2000000.0,4.5,0.5981497168540955,0.0067049115896224,-0.0139041291549801
1214,2000000.0,5.0,0.6519856452941895,0.0069262222386896,-0.013280807994306
1214,2000000.0,5.5,0.7057752013206482,0.0071799186989665,-0.0126649169251322
1214,2000000.0,6.0,0.7616238594055176,0.00747931888327,-0.0125862285494804
1214,2000000.0,6.5,0.8240693807601929,0.0078709097579121,-0.0141290687024593
1214,2000000.0,7.0,0.887299120426178,0.0083570107817649,-0.0159742031246423
1214,2000000.0,7.5,0.9534966349601746,0.0089425053447484,-0.0186123941093683
1214,2000000.0,8.0,1.0177199840545654,0.0095882108435034,-0.0208862256258726
1214,2000000.0,8.5,1.080716609954834,0.0102666625753045,-0.0229382812976837
1214,2000000.0,9.0,1.127039670944214,0.0108346566557884,-0.0213791243731975
1214,2000000.0,9.5,1.165297031402588,0.0114135779440402,-0.0181203354150056
1214,2000000.0,10.0,1.2052534818649292,0.0120210163295269,-0.0152696929872035
1214,2000000.0,10.5,1.2468470335006714,0.0126759484410285,-0.0128607796505093
1214,2000000.0,11.0,1.2902823686599731,0.0133539084345102,-0.0109352357685565
1214,2000000.0,11.5,1.3337897062301636,0.0140640838071703,-0.0091373613104224
1214,2000000.0,12.0,1.37609601020813,0.0148336254060268,-0.0072413301095366
1214,2000000.0,12.5,1.4159557819366455,0.0157029721885919,-0.0050494279712438
1214,2000000.0,13.0,1.4529130458831787,0.0165424086153507,-0.0023891925811767
1214,2000000.0,13.5,1.4838476181030271,0.01754348911345,0.0011255174176767
1214,2000000.0,14.0,1.514469027519226,0.0186466183513402,0.004288253840059
1214,2000000.0,14.5,1.540992259979248,0.0200678408145904,0.0075599425472319
1216,500000.0,-10.0,-1.011791110038757,0.0189608633518219,-0.0151678631082177
1216,500000.0,-9.5,-0.9904714226722716,0.0182630866765975,-0.0092319399118423
1216,500000.0,-9.0,-0.9413673281669616,0.0172539316117763,-0.0089202625676989
1216,500000.0,-8.5,-0.8716687560081482,0.0162923950701951,-0.0125438263639807
1216,500000.0,-8.0,-0.8035169839859009,0.0154077196493744,-0.0156922340393066
1216,500000.0,-7.5,-0.7322389483451843,0.0145271113142371,-0.0194200817495584
1216,500000.0,-7.0,-0.6628687381744385,0.0136979594826698,-0.0226313564926385
1216,500000.0,-6.5,-0.5902881622314453,0.0129039362072944,-0.0263851732015609
1216,500000.0,-6.0,-0.5271744728088379,0.0121289268136024,-0.0279982555657625
1216,500000.0,-5.0,-0.4170904457569122,0.0106870606541633,-0.0274231396615505
1216,500000.0,-4.5,-0.3695885241031647,0.0097908219322562,-0.0256764572113752
1216,500000.0,-4.0,-0.3212555348873138,0.0090415822342038,-0.0239968784153461
1216,500000.0,-3.5,-0.2706862688064575,0.008597994223237,-0.0226063393056392
1216,500000.0,-2.5,-0.1667539328336715,0.0080819223076105,-0.0201650168746709
1216,500000.0,-2.0,-0.1138334795832634,0.0079355202615261,-0.0191743019968271
1216,500000.0,-1.0,-0.0080827558413147,0.0077602863311767,-0.0171933937817811
1216,500000.0,-0.5,0.0443746335804462,0.00771194556728,-0.0161032229661941
1216,500000.0,0.0,0.096631720662117,0.0077084749937057,-0.0149436006322503
1216,500000.0,0.5,0.1491190642118454,0.0077671320177614,-0.0138328624889254
1216,500000.0,1.0,0.2016793191432953,0.007877548225224,-0.0127419829368591
1216,500000.0,1.5,0.2541925013065338,0.0080372700467705,-0.0116264158859848
1216,500000.0,2.0,0.3066079914569855,0.0082492185756564,-0.010486252605915
1216,500000.0,2.5,0.3584863841533661,0.0085325101390481,-0.0092186462134122
1216,500000.0,3.0,0.4105573296546936,0.0088865840807557,-0.0079997694119811
1216,500000.0,3.5,0.4644131958484649,0.0093304924666881,-0.0072103282436728
1216,500000.0,4.0,0.5240435600280762,0.0097862100228667,-0.0077562648802995
1216,500000.0,4.5,0.590317964553833,0.0103247882798314,-0.0099290320649743
1216,500000.0,5.0,0.6611557006835938,0.0108110234141349,-0.0131695820018649
1216,500000.0,5.5,0.7400889992713928,0.0112920412793755,-0.0182796884328126
1216,500000.0,6.0,0.812003493309021,0.0117738293483853,-0.0219390951097011
1216,500000.0,6.5,0.8889333009719849,0.0122135765850543,-0.0267717484384775
1216,500000.0,7.0,0.9605122804641724,0.0126769300550222,-0.0305459722876548
1216,500000.0,7.5,0.995755136013031,0.0130462786182761,-0.0268949717283248
1216,500000.0,8.0,1.0313098430633545,0.0133870160207152,-0.0231951493769884
1216,500000.0,8.5,1.065575122833252,0.0138012999668717,-0.0192438140511512
1216,500000.0,9.0,1.099094033241272,0.0142832649871706,-0.0151884751394391
1216,500000.0,9.5,1.1318696737289429,0.0148631827905774,-0.0110940290614962
1216,500000.0,10.0,1.163238525390625,0.015582513064146,-0.0069084027782082
1216,500000.0,10.5,1.1936781406402588,0.0164631623774766,-0.0028056604787707
1216,500000.0,11.0,1.221678614616394,0.0173915922641754,0.0015875149983912
1216,500000.0,11.5,1.2493516206741333,0.0185381695628166,0.005556565709412
1216,500000.0,12.0,1.275886058807373,0.0199141334742307,0.009186333976686
1216,500000.0,12.5,1.300482988357544,0.0215372275561094,0.012558115646243
1216,500000.0,13.0,1.3226087093353271,0.023459693416953,0.0156472995877265
1216,500000.0,13.5,1.3413817882537842,0.0257925614714622,0.0184106733649969
1216,500000.0,14.0,1.354551911354065,0.0287834294140338,0.0207919310778379
1216,500000.0,14.5,1.36900794506073,0.0319756977260112,0.0223418828099966
1216,1000000.0,-10.0,-1.0087307691574097,0.014694070443511,-0.0179985929280519
1216,1000000.0,-9.5,-0.9412331581115724,0.0139057850465178,-0.021019622683525
1216,1000000.0,-9.0,-0.8778588771820068,0.013245090842247,-0.0229618325829505
1216,1000000.0,-8.5,-0.8102744221687317,0.012502153404057,-0.0258372984826564
1216,1000000.0,-8.0,-0.7460949420928955,0.0118211293593049,-0.0278606694191694
1216,1000000.0,-7.5,-0.6885731220245361,0.0112166432663798,-0.0282792709767818
1216,1000000.0,-7.0,-0.6370396614074707,0.0106942914426326,-0.0272793527692556
1216,1000000.0,-6.5,-0.5862942337989807,0.0102296192198991,-0.0260398406535387
1216,1000000.0,-6.0,-0.5353928804397583,0.0097700897604227,-0.024831686168909
1216,1000000.0,-5.5,-0.4836750328540802,0.0093444194644689,-0.0238163229078054
1216,1000000.0,-5.0,-0.4312361180782318,0.0089596798643469,-0.0229288674890995
1216,1000000.0,-4.5,-0.3788875639438629,0.0085865119472146,-0.0220322702080011
1216,1000000.0,-4.0,-0.3274379968643188,0.0081123383715748,-0.0210634842514991
1216,1000000.0,-3.5,-0.2779262661933899,0.0075484453700482,-0.0197974443435668
1216,1000000.0,-3.0,-0.2257338315248489,0.0072123673744499,-0.0189550574868917
1216,1000000.0,-2.5,-0.1720096319913864,0.0070235901512205,-0.0183468218892812
1216,1000000.0,-2.0,-0.117696039378643,0.0068671074695885,-0.0178474579006433
1216,1000000.0,-1.5,-0.0632869526743888,0.0067846346646547,-0.0173494033515453
1216,1000000.0,-1.0,-0.0088194403797388,0.006741601973772,-0.0168635882437229
1216,1000000.0,-0.5,0.0458753332495689,0.0067085903137922,-0.0164228659123182
1216,1000000.0,0.0,0.1003726944327354,0.0067064529284834,-0.015942832455039
1216,1000000.0,0.5,0.1543081402778625,0.0067020775750279,-0.0153449671342968
1216,1000000.0,1.0,0.2080420553684234,0.0067563788034021,-0.0146970804780721
1216,1000000.0,1.5,0.2625284790992737,0.0068480228073894,-0.014199043624103
1216,1000000.0,2.0,0.3168229162693023,0.0069797243922948,-0.0136647559702396
1216,1000000.0,2.5,0.3706903159618377,0.0071661937981843,-0.01305309869349
1216,1000000.0,3.0,0.4243259727954864,0.0073585039936006,-0.0123617080971598
1216,1000000.0,3.5,0.4775733053684234,0.0076044900342822,-0.0115948095917701
1216,1000000.0,4.0,0.5306589007377625,0.007860486395657,-0.0107644982635974
1216,1000000.0,4.5,0.5831515192985535,0.0081513850018382,-0.0098257819190621
1216,1000000.0,5.0,0.6360684633255005,0.0084703806787729,-0.0089673651382327
1216,1000000.0,5.5,0.6913965940475464,0.0088320178911089,-0.0087106274440884
1216,1000000.0,6.0,0.750706672668457,0.0092282416298985,-0.0094263833016157
1216,1000000.0,6.5,0.8218716382980347,0.009613019414246,-0.0128296697512269
1216,1000000.0,7.0,0.8910229206085205,0.0100210001692175,-0.0158607438206672
1216,1000000.0,7.5,0.9602917432785034,0.0104516614228487,-0.0189991239458322
